Rule_ID,Category,Business_Rule_Plain_English,Primary_IRS_Authority,source_file
BR3-0588,K-1 / TRUST / ESTATE INCOME,Do not allow netting across K-1 boxes unless permitted.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0589,CASUALTY / THEFT / DISASTER LOSSES,Allow casualty and theft losses only when attributable to federally declared disasters unless otherwise permitted.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0590,FILING STATUS EDGE CASES,Treat a taxpayer as unmarried for Head of Household purposes if the spouse did not live in the home for the last 6 months and other requirements are met (abandoned spouse rule).,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0591,"IDENTITY, IP PIN & FRAUD CONTROLS",Flag mismatches between SSA records and return data.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0592,HOUSEHOLD EMPLOYMENT TAXES,Separate household employment taxes from Schedule C self-employment taxes.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0593,HOUSEHOLD EMPLOYMENT TAXES,Allow credit for withheld household employee taxes only if properly reported.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0594,"PAYMENTS, OFFSETS & REFUNDS",Allow direct deposit splitting only when permitted.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0595,K-1 / TRUST / ESTATE INCOME,"Import Schedule K-1 amounts by category (interest, dividends, capital gains, etc.).","Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0596,"AUDIT, NOTICES & RECORD RETENTION",Maintain immutable logs of filed returns and amendments.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0597,NET INVESTMENT INCOME TAX (NIIT),Limit NIIT base to the lesser of net investment income or MAGI excess.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0598,NET INVESTMENT INCOME TAX (NIIT),Limit NIIT base to the lesser of net investment income or MAGI excess.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0599,FOREIGN ASSETS & DISCLOSURES,Separate foreign disclosure compliance from income inclusion logic.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0600,FOREIGN ASSETS & DISCLOSURES,Flag FATCA Form 8938 requirement when specified foreign assets exceed filing thresholds based on filing status and residency.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0601,FILING STATUS EDGE CASES,Allow Qualifying Surviving Spouse filing status for the two tax years following the year of a spouse’s death if a dependent child lived with the taxpayer and household costs were paid.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0602,FILING STATUS EDGE CASES,"If a spouse died during the tax year, allow Married Filing Jointly for that year provided the taxpayer did not remarry before year-end.","Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0603,DEPENDENTS: QC / QR / TIEBREAKER,"When multiple taxpayers could claim the same child, apply IRS tiebreaker rules based on relationship, AGI, and residency.","Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0604,K-1 / TRUST / ESTATE INCOME,Require fiduciary name and EIN for each K-1.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0605,AMT (INDIVIDUAL),Compute AMTI separately from regular taxable income.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0606,DEPENDENTS: QC / QR / TIEBREAKER,Require dependent SSN/ITIN/ATIN validity; block e-file if missing or invalid.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0607,"IDENTITY, IP PIN & FRAUD CONTROLS",Allow opt-in for IP PIN enrollment and store securely.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0608,ALIMONY & SEPARATION PAYMENTS,Disallow deduction for alimony paid under post-2018 instruments.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0609,"IDENTITY, IP PIN & FRAUD CONTROLS",Flag mismatches between SSA records and return data.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0610,CASUALTY / THEFT / DISASTER LOSSES,Allow casualty and theft losses only when attributable to federally declared disasters unless otherwise permitted.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0611,K-1 / TRUST / ESTATE INCOME,"Import Schedule K-1 amounts by category (interest, dividends, capital gains, etc.).","Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0612,DEPENDENTS: QC / QR / TIEBREAKER,Apply the Qualifying Relative tests only if the individual is not a qualifying child of any taxpayer.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0613,HEALTH COVERAGE & 1095 SERIES,Store health coverage documents for audit defense.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0614,DEPENDENTS: QC / QR / TIEBREAKER,"When multiple taxpayers could claim the same child, apply IRS tiebreaker rules based on relationship, AGI, and residency.","Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0615,HOUSEHOLD EMPLOYMENT TAXES,Allow credit for withheld household employee taxes only if properly reported.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0616,GAMBLING & OTHER MISC INCOME,Disallow netting gambling losses against winnings directly on income lines.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0617,ALIMONY & SEPARATION PAYMENTS,Exclude alimony received from income if the divorce or separation instrument was executed after 2018.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0618,"PAYMENTS, OFFSETS & REFUNDS",Apply estimated tax payments to the correct tax year.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0619,K-1 / TRUST / ESTATE INCOME,Do not allow netting across K-1 boxes unless permitted.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0620,GAMBLING & OTHER MISC INCOME,Treat prizes and awards as taxable unless excluded by law.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0621,GAMBLING & OTHER MISC INCOME,Treat prizes and awards as taxable unless excluded by law.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0622,HEALTH COVERAGE & 1095 SERIES,Require allocation statements when multiple taxpayers share a policy.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0623,K-1 / TRUST / ESTATE INCOME,Carry forward suspended losses when disallowed.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0624,"AUDIT, NOTICES & RECORD RETENTION",Generate IRS notice response checklists based on issue type.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0625,HEALTH COVERAGE & 1095 SERIES,"Do not assess individual shared responsibility payment (post-2018 law), but retain coverage data for credits.","Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0626,FILING STATUS EDGE CASES,Require date-of-death input when a taxpayer or spouse died during the year and lock filing status logic accordingly.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0627,FILING STATUS EDGE CASES,"If a spouse died during the tax year, allow Married Filing Jointly for that year provided the taxpayer did not remarry before year-end.","Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0628,K-1 / TRUST / ESTATE INCOME,"Import Schedule K-1 amounts by category (interest, dividends, capital gains, etc.).","Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0629,ALIMONY & SEPARATION PAYMENTS,Exclude alimony received from income if the divorce or separation instrument was executed after 2018.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0630,VIRTUAL CURRENCY & DIGITAL ASSETS,Compute gain or loss based on FMV at disposition and adjusted basis.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0631,FOREIGN ASSETS & DISCLOSURES,Flag FATCA Form 8938 requirement when specified foreign assets exceed filing thresholds based on filing status and residency.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0632,HEALTH COVERAGE & 1095 SERIES,Require allocation statements when multiple taxpayers share a policy.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0633,"AUDIT, NOTICES & RECORD RETENTION",Store computation inputs and outputs for the statute of limitations period.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0634,AMT (INDIVIDUAL),Apply AMT exemption and phaseout rules based on filing status.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0635,HOUSEHOLD EMPLOYMENT TAXES,Trigger household employment tax workflow when the taxpayer paid household wages exceeding the annual threshold.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0636,HEALTH COVERAGE & 1095 SERIES,Store health coverage documents for audit defense.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0637,"IDENTITY, IP PIN & FRAUD CONTROLS",Flag mismatches between SSA records and return data.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0638,"PAYMENTS, OFFSETS & REFUNDS",Apply estimated tax payments to the correct tax year.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0639,FOREIGN ASSETS & DISCLOSURES,Separate foreign disclosure compliance from income inclusion logic.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0640,AMT (INDIVIDUAL),"Compare tentative minimum tax to regular tax and assess the excess, if any.","Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0641,HOUSEHOLD EMPLOYMENT TAXES,Require employer identification number (EIN) for household employers when filing Schedule H.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0642,DEPENDENTS: QC / QR / TIEBREAKER,"When multiple taxpayers could claim the same child, apply IRS tiebreaker rules based on relationship, AGI, and residency.","Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0643,AMT (INDIVIDUAL),Compute AMTI separately from regular taxable income.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0644,GAMBLING & OTHER MISC INCOME,Disallow netting gambling losses against winnings directly on income lines.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0645,ALIMONY & SEPARATION PAYMENTS,Require execution date of divorce or separation instrument.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0646,ALIMONY & SEPARATION PAYMENTS,Include alimony received as taxable income for instruments executed before 2019 unless modified to adopt new rules.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0647,"PAYMENTS, OFFSETS & REFUNDS",Allow injured spouse allocation when one spouse is not liable for offsets.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0648,HEALTH COVERAGE & 1095 SERIES,Collect Form 1095-A/B/C information for health coverage validation.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0649,PREMIUM TAX CREDIT (PTC),Reconcile advance PTC with allowable PTC using Form 8962.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0650,FOREIGN ASSETS & DISCLOSURES,Flag FATCA Form 8938 requirement when specified foreign assets exceed filing thresholds based on filing status and residency.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0651,FOREIGN ASSETS & DISCLOSURES,Flag FATCA Form 8938 requirement when specified foreign assets exceed filing thresholds based on filing status and residency.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0652,"PAYMENTS, OFFSETS & REFUNDS",Surface Treasury Offset Program reductions on refunds.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0653,ALIMONY & SEPARATION PAYMENTS,Require execution date of divorce or separation instrument.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0654,FOREIGN ASSETS & DISCLOSURES,Separate foreign disclosure compliance from income inclusion logic.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0655,K-1 / TRUST / ESTATE INCOME,Do not allow netting across K-1 boxes unless permitted.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0656,"PAYMENTS, OFFSETS & REFUNDS",Allow injured spouse allocation when one spouse is not liable for offsets.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0657,"PAYMENTS, OFFSETS & REFUNDS",Allow injured spouse allocation when one spouse is not liable for offsets.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0658,FOREIGN ASSETS & DISCLOSURES,Flag FBAR filing requirement when aggregate foreign financial account balances exceed reporting thresholds at any time during the year.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0659,NET INVESTMENT INCOME TAX (NIIT),Limit NIIT base to the lesser of net investment income or MAGI excess.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0660,DEPENDENTS: QC / QR / TIEBREAKER,Apply the Qualifying Relative tests only if the individual is not a qualifying child of any taxpayer.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0661,ALIMONY & SEPARATION PAYMENTS,Disallow deduction for alimony paid under post-2018 instruments.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0662,HOUSEHOLD EMPLOYMENT TAXES,Require Schedule H when household employment taxes are due.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0663,K-1 / TRUST / ESTATE INCOME,Require fiduciary name and EIN for each K-1.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0664,DEPENDENTS: QC / QR / TIEBREAKER,Disallow claiming a dependent who filed a joint return with a spouse unless the joint return was filed only to claim a refund.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0665,CASUALTY / THEFT / DISASTER LOSSES,"Compute casualty loss as the lesser of adjusted basis or decrease in FMV, reduced by insurance reimbursements.","Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0666,FILING STATUS EDGE CASES,Require date-of-death input when a taxpayer or spouse died during the year and lock filing status logic accordingly.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0667,"PAYMENTS, OFFSETS & REFUNDS",Allow direct deposit splitting only when permitted.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0668,HEALTH COVERAGE & 1095 SERIES,Collect Form 1095-A/B/C information for health coverage validation.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0669,"PAYMENTS, OFFSETS & REFUNDS",Apply estimated tax payments to the correct tax year.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0670,AMT (INDIVIDUAL),Trigger AMT computation when preference items or adjustments are present.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0671,FILING STATUS EDGE CASES,Allow Qualifying Surviving Spouse filing status for the two tax years following the year of a spouse’s death if a dependent child lived with the taxpayer and household costs were paid.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0672,HEALTH COVERAGE & 1095 SERIES,"Do not assess individual shared responsibility payment (post-2018 law), but retain coverage data for credits.","Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0673,PREMIUM TAX CREDIT (PTC),Apply repayment caps where income is below statutory thresholds.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0674,K-1 / TRUST / ESTATE INCOME,"Import Schedule K-1 amounts by category (interest, dividends, capital gains, etc.).","Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0675,CASUALTY / THEFT / DISASTER LOSSES,Allow casualty and theft losses only when attributable to federally declared disasters unless otherwise permitted.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0676,FILING STATUS EDGE CASES,Allow Qualifying Surviving Spouse filing status for the two tax years following the year of a spouse’s death if a dependent child lived with the taxpayer and household costs were paid.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0677,PREMIUM TAX CREDIT (PTC),Apply repayment caps where income is below statutory thresholds.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0678,AMT (INDIVIDUAL),Trigger AMT computation when preference items or adjustments are present.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0679,ALIMONY & SEPARATION PAYMENTS,Exclude alimony received from income if the divorce or separation instrument was executed after 2018.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0680,DEPENDENTS: QC / QR / TIEBREAKER,"When multiple taxpayers could claim the same child, apply IRS tiebreaker rules based on relationship, AGI, and residency.","Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0681,DEPENDENTS: QC / QR / TIEBREAKER,Apply the Qualifying Relative tests only if the individual is not a qualifying child of any taxpayer.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0682,"IDENTITY, IP PIN & FRAUD CONTROLS",Restrict bank account changes late in filing workflow to prevent fraud.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0683,"AUDIT, NOTICES & RECORD RETENTION",Store computation inputs and outputs for the statute of limitations period.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0684,VIRTUAL CURRENCY & DIGITAL ASSETS,Require transaction history when crypto activity is reported.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0685,NET INVESTMENT INCOME TAX (NIIT),Limit NIIT base to the lesser of net investment income or MAGI excess.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0686,PREMIUM TAX CREDIT (PTC),Reconcile advance PTC with allowable PTC using Form 8962.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0687,CASUALTY / THEFT / DISASTER LOSSES,Apply per-event and AGI reduction thresholds as required.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0688,"PAYMENTS, OFFSETS & REFUNDS",Apply refundable credits as payments in tax computation.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0689,DEPENDENTS: QC / QR / TIEBREAKER,Require dependent SSN/ITIN/ATIN validity; block e-file if missing or invalid.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0690,HEALTH COVERAGE & 1095 SERIES,Validate coverage months for PTC eligibility.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0691,"AUDIT, NOTICES & RECORD RETENTION",Flag high-risk returns for enhanced review before filing.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0692,"AUDIT, NOTICES & RECORD RETENTION",Store computation inputs and outputs for the statute of limitations period.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0693,HOUSEHOLD EMPLOYMENT TAXES,Separate household employment taxes from Schedule C self-employment taxes.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0694,VIRTUAL CURRENCY & DIGITAL ASSETS,Treat disposal of virtual currency as a taxable event unless excluded.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0695,"IDENTITY, IP PIN & FRAUD CONTROLS",Allow opt-in for IP PIN enrollment and store securely.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0696,HEALTH COVERAGE & 1095 SERIES,Store health coverage documents for audit defense.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0697,FILING STATUS EDGE CASES,Require date-of-death input when a taxpayer or spouse died during the year and lock filing status logic accordingly.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
BR3-0698,K-1 / TRUST / ESTATE INCOME,Require fiduciary name and EIN for each K-1.,"Form 1040 Instructions (2025), Publication 17 (2025), and topic-specific IRS guidance",us_individual_tax_business_rules_addendum_1000_2025_leftovers.csv
